"variable","relative_importance","scaled_importance","percentage"
"L3_S29_F3407",1.00762915611267,0.00433807257220844,0.000606078748361358
"L1_S25_F2091",0.985359966754913,0.00424219864977164,0.000592684056146376
"L3_S36_F3930",0.983097195625305,0.00423245690568356,0.000591323022192821
"L0_S21_F477",0.979059219360352,0.00421507249994663,0.000588894220301044
"L3_S30_F3669",0.976159512996674,0.0042025886048872,0.000587150076244818
"L3_S29_F3430",0.971454083919525,0.00418233066306781,0.000584319808235719
"L3_S49_F4206",0.970621287822723,0.00417874528655914,0.00058381888980464
"L0_S19_F455",0.968480110168457,0.00416952703002314,0.000582530993096963
"L1_S24_F1728",0.959711730480194,0.00413177716222941,0.000577256901379409
"L3_S29_F3436",0.942211389541626,0.00405643421629602,0.000566730623266473
"L3_S30_F3544",0.939468443393707,0.00404462520960031,0.000565080768894884
"L3_S29_F3376",0.933435678482056,0.00401865278528224,0.000561452121803212
"L1_S24_F1098",0.931279897689819,0.00400937165891768,0.000560155441455712
"L3_S29_F3427",0.928927898406982,0.00399924576734653,0.000558740737670255
"L1_S25_F3017",0.912036597728729,0.00392652487818137,0.000548580791115348
"L0_S4_D111",0.905362725257874,0.00389779234008379,0.000544566524309627
"L1_S25_F2460",0.894928157329559,0.00385286915315727,0.000538290237214004
"L3_S36_D3932",0.891240298748016,0.00383699208363648,0.000536072027568445
"L3_S29_F3336",0.879390776157379,0.00378597719523992,0.000528944659551307
"L3_S30_F3774",0.879158079624176,0.0037849753837677,0.000528804694939588
"L1_S25_F2155",0.856206655502319,0.00368616428558525,0.000514999645412687
"L1_S25_F2046",0.852328538894653,0.00366946811201238,0.000512666997488284
"L1_S24_F1810",0.844198167324066,0.0036344650141978,0.000507776661202041
"L1_S24_F1235",0.840287506580353,0.00361762873072129,0.000505424438308889
"L0_S6_D120",0.808052897453308,0.00347885141082975,0.000486035646871961
"L1_S25_F2231",0.806500256061554,0.00347216693669044,0.000485101748774968
"L2_S26_F3047",0.802499651908875,0.00345494342639231,0.000482695425830821
"L1_S24_F993",0.799296915531158,0.0034411549182374,0.000480769012285359
"L3_S30_F3539",0.788169026374817,0.00339324682581783,0.000474075699481868
"L1_S24_F958",0.787167847156525,0.00338893652169415,0.000473473500305885
"L3_S30_F3819",0.785549581050873,0.00338196951824364,0.000472500129607073
"L3_S30_D3496",0.785190582275391,0.00338042394690728,0.000472284195473778
"L1_S25_F2380",0.768106043338776,0.00330687112311278,0.000462008018060471
"L0_S4_D106",0.756283044815063,0.0032559704268538,0.00045489660400138
"L3_S30_F3674",0.737680971622467,0.00317588427312008,0.000443707645078248
"L0_S0_F18",0.736224234104156,0.00316961268695691,0.000442831432191361
"L3_S29_F3388",0.708647668361664,0.00305088930270637,0.000426244406748594
"L3_S29_F3395",0.702737808227539,0.00302544601139437,0.000422689685637804
"L1_S24_D1536",0.702011406421661,0.00302231868649377,0.000422252762296868
"L3_S30_F3684",0.698942244052887,0.00300910524481152,0.000420406692167098
"L1_S24_F1573",0.69077855348587,0.00297395870114321,0.000415496314841421
"L3_S33_D3860",0.686966001987457,0.00295754480027,0.000413203103667247
"L3_S30_D3711",0.670617818832397,0.00288716215550413,0.000403369836810593
"L1_S25_D2018",0.662763476371765,0.00285334742575509,0.00039864552924281
"L1_S24_F1502",0.652803182601929,0.00281046609689323,0.0003926545132577
"L3_S29_F3476",0.648049652576447,0.00279000106955692,0.00038979531301457
"L2_S26_F3040",0.64751809835434,0.00278771260779738,0.000389475588524993
"L3_S29_F3315",0.647345900535583,0.00278697125704347,0.000389372013278258
"L1_S25_F2167",0.638502240180969,0.00274889728886823,0.000384052641001124
"L3_S30_D3781",0.633194446563721,0.00272604603077368,0.000380860056812202
"L0_S7_D143",0.603814005851746,0.00259955655472108,0.000363188018815886
"L1_S24_F1512",0.603556036949158,0.00259844593995372,0.000363032853129534
"L3_S37_D3947",0.596629798412323,0.00256862690857403,0.000358866790687026
"L3_S29_F3455",0.592573821544647,0.00255116500615047,0.000356427161614732
"L3_S30_F3574",0.591813921928406,0.0025478934655615,0.000355970089679588
"L0_S10_F259",0.567889034748077,0.00244489138762385,0.000341579511966572
"L0_S3_F80",0.563018083572388,0.00242392083554361,0.000338649684088942
"L0_S11_F294",0.557201743125916,0.00239888016774594,0.000335151214124614
"L1_S25_F2170",0.553518056869507,0.00238302106103331,0.000332935514090433
"L0_S0_F0",0.547325313091278,0.00235635989132809,0.000329210641328205
"L1_S24_F988",0.544140219688416,0.00234264734019054,0.000327294839853714
"L1_S25_F2767",0.540768921375275,0.00232813313458598,0.000325267038008575
"L3_S33_D3862",0.53998190164566,0.00232474483574398,0.000324793653599473
"L2_S27_F3199",0.53623640537262,0.00230861962285904,0.000322540775465304
"L3_S35_F3894",0.536089539527893,0.00230798733201182,0.000322452437144793
"L0_S14_F370",0.533574938774109,0.00229716140414553,0.000320939930218771
"L1_S25_F2365",0.532802581787109,0.00229383623174363,0.000320475365301084
"L1_S24_F1520",0.519624352455139,0.00223710095878285,0.000312548793614778
"L3_S30_D3641",0.502015352249146,0.00216129021000268,0.000301957158051237
"L1_S24_F1824",0.494379848241806,0.00212841762954161,0.000297364479600239
"L3_S34_F3882",0.493244409561157,0.0021235293079125,0.000296681524715265
"L2_S27_F3210",0.492009788751602,0.00211821398467228,0.000295938912782674
"L1_S25_F2016",0.491145730018616,0.00211449401540819,0.000295419190192054
"L3_S29_D3319",0.490730285644531,0.00211270543293858,0.000295169304601972
"L1_S24_F1695",0.473009765148163,0.00203641456395745,0.000284510590711453
"L3_S34_F3876",0.467131823301315,0.00201110868812788,0.000280975068127706
"L1_S25_D2093",0.466638952493668,0.00200898676726113,0.000280678611320764
"L1_S24_F1718",0.466346591711044,0.00200772808763223,0.000280502759266337
"L1_S24_D1558",0.464096248149872,0.00199803984705131,0.00027914920036953
"L1_S24_F1004",0.461071848869324,0.00198501912063945,0.000277330054784689
"L1_S25_F2007",0.456105262041092,0.00196363683533504,0.000274342703029113
"L3_S30_F3624",0.454084038734436,0.00195493500953363,0.000273126957648558
"L0_S7_F142",0.448070824146271,0.00192904675380237,0.000269510069878772
"L3_S35_D3915",0.441373348236084,0.00190021259753292,0.000265481605842969
"L1_S24_F1814",0.43777596950531,0.00188472506433765,0.000263317818912725
"L3_S30_F3809",0.433820605278015,0.00186769632220228,0.000260938707326236
"L1_S24_D1532",0.427841782569885,0.00184195613133256,0.000257342505924524
"L1_S24_F1829",0.418248057365417,0.0018006529634733,0.000251571977224781
"L1_S25_F2385",0.410762339830399,0.00176842524782517,0.000247069393822258
"L3_S30_F3499",0.406231671571732,0.00174891969105612,0.000244344242678312
"L0_S15_D416",0.404483467340469,0.00174139327443722,0.000243292715510866
"L1_S25_F2945",0.40363484621048,0.00173773976756332,0.000242782278482345
"L0_S2_F36",0.403214037418365,0.00173592809005464,0.000242529166249063
"L3_S49_F4211",0.401845186948776,0.00173003487761477,0.000241705816533277
"L3_S30_D3811",0.398241639137268,0.00171452078512458,0.000239538318963353
"L2_S27_F3133",0.397603899240494,0.00171177516989737,0.000239154724864202
"L3_S48_F4196",0.387002557516098,0.00166613398386755,0.000232778125016634
"L1_S25_F3024",0.376364558935165,0.00162033498173747,0.00022637947644053
"L0_S23_F651",0.372125059366226,0.00160208297236643,0.000223829460319188
"L0_S11_F322",0.370367497205734,0.00159451626773494,0.000222772304451937
"L3_S36_F3938",0.365750908851624,0.00157464080542358,0.000219995473239397
"L1_S24_D1760",0.364581614732742,0.00156960672843683,0.000219292154650669
"L2_S27_F3214",0.359746605157852,0.00154879091311831,0.000216383945282483
"L0_S19_D457",0.335890263319016,0.00144608393845757,0.000202034596899251
"L3_S33_D3858",0.330891489982605,0.00142456308291879,0.000199027885284472
"L3_S30_D3611",0.328731954097748,0.00141526579002688,0.000197728946286731
"L3_S29_F3404",0.32437801361084,0.00139652108648918,0.000195110095110446
"L1_S25_F1919",0.320308208465576,0.00137899965018714,0.000192662148469013
"L0_S23_F671",0.318593800067902,0.00137161873231433,0.000191630949153729
"L3_S36_F3934",0.314242362976074,0.00135288480646152,0.000189013603744271
"L3_S29_F3324",0.312859177589417,0.00134692987894504,0.000188181631720822
"L1_S24_F1544",0.307248413562775,0.00132277426436655,0.000184806813894255
"L0_S8_D150",0.303496956825256,0.0013066233903271,0.000182550350600975
"L0_S3_D78",0.299951165914536,0.00129135795442415,0.000180417593222842
"L0_S19_D456",0.288851052522659,0.00124356944298461,0.000173740987260812
"L0_S15_F403",0.286897420883179,0.00123515861467539,0.000172565897584583
"L3_S30_F3784",0.286397963762283,0.0012330083382329,0.000172265479176822
"L3_S29_F3330",0.28148078918457,0.00121183878389941,0.000169307848390282
"L3_S29_F3439",0.276822835206985,0.00119178523317573,0.000166506136173507
"L3_S30_F3799",0.27240189909935,0.00117275209826128,0.000163846987808807
"L3_S29_F3342",0.26176330447197,0.00112695053001575,0.000157447980716791
"L1_S25_F1900",0.26100954413414,0.00112370542041593,0.000156994601495532
"L0_S3_F84",0.256709456443787,0.00110519256540926,0.000154408142231821
"L2_S27_F3148",0.25583803653717,0.00110144090461934,0.000153883991969698
"L3_S30_D3586",0.247008740901947,0.00106342877982647,0.000148573259926023
"L0_S11_F290",0.22543828189373,0.000970563050380442,0.000135598846950801
"L0_S23_F623",0.219094216823578,0.000943250408115001,0.000131782955961626
"L3_S29_D3453",0.217267319560051,0.00093538520010363,0.000130684095731008
"L3_S30_D3796",0.217205017805099,0.000935116976886074,0.000130646621855393
"L0_S9_F195",0.216719448566437,0.000933026490933606,0.000130354556868363
"L1_S24_F1647",0.215898454189301,0.000929491923510873,0.000129860737052325
"L0_S12_F346",0.211071223020554,0.000908709595998995,0.000126957206316779
"L0_S12_D341",0.199980586767197,0.000860961885795134,0.000120286300757736
"L3_S29_D3391",0.198486596345901,0.000854529917416246,0.000119387680626402
"L0_S9_F200",0.196948319673538,0.00084790728665932,0.000118462422762868
"L0_S17_D434",0.194864839315414,0.000838937430099015,0.000117209230395391
"L1_S24_F998",0.190190583467484,0.000818813696117734,0.000114397712768446
"L1_S25_F2925",0.185797899961472,0.000799902195075686,0.000111755558057935
"L0_S23_F655",0.18357752263546,0.000790342965949085,0.000110420023548562
"L1_S24_F973",0.176807343959808,0.000761195807747451,0.000106347829534494
"L1_S24_D1770",0.171647012233734,0.000738979406615569,0.000103243942181994
"L1_S24_F1451",0.169303432106972,0.000728889761425167,0.000101834302433783
"L3_S29_F3321",0.168570652604103,0.000725734979089238,0.000101393542972597
"L3_S37_D3951",0.165782615542412,0.000713731845759628,9.97165668723286e-05
"L1_S24_F1637",0.158312305808067,0.000681570464195915,9.52232511061094e-05
"L1_S25_F2116",0.155660629272461,0.000670154393928694,9.36282944834174e-05
"L1_S25_F2657",0.151997983455658,0.000654385871091498,9.1425250060901e-05
"L0_S12_F334",0.143968671560287,0.000619817858151707,8.6595700147396e-05
"L0_S15_F415",0.143083691596985,0.000616007818235268,8.60633936482941e-05
"L1_S24_F1763",0.14112177491188,0.000607561320921272,8.48833206008997e-05
"L2_S28_F3259",0.140653565526009,0.000605545573081326,8.4601697389782e-05
"L3_S33_D3868",0.13776907324791,0.000593127178118795,8.2866704452189e-05
"L1_S24_D1715",0.131674185395241,0.000566887300417805,7.92006910396759e-05
"L2_S26_D3048",0.125451847910881,0.000540098723080423,7.54580179624579e-05
"L0_S4_F109",0.12365859746933,0.000532378372286282,7.43793959550254e-05
"L3_S41_F4016",0.122926011681557,0.000529224423937875,7.39387530115105e-05
"L1_S25_F2632",0.122831039130688,0.00052881554551714,7.38816279825153e-05
"L1_S24_F1539",0.116970553994179,0.000503584824793849,7.03566054335166e-05
"L3_S29_D3474",0.11552370339632,0.000497355804070721,6.94863394293064e-05
"L0_S22_F571",0.111628517508507,0.000480586143366612,6.7143424505498e-05
"L1_S24_F1068",0.107275888323784,0.000461847085282897,6.45253620642172e-05
"L0_S15_F406",0.105294726788998,0.000453317734516265,6.33337134343411e-05
"L0_S23_F667",0.104448571801186,0.00044967484494504,6.28247597654027e-05
"L1_S25_F2158",0.100165940821171,0.000431237145044646,6.02488005364394e-05
"L1_S24_F1126",0.0993079394102097,0.000427543253928825,5.97327213637666e-05
"L0_S11_F306",0.0965549349784851,0.00041569094403487,5.80768170361766e-05
"L1_S25_F2106",0.0964194908738136,0.000415107826374986,5.79953487768132e-05
"L0_S9_F165",0.0910201072692871,0.000391862252564884,5.47476741366916e-05
"L0_S9_F170",0.0835390016436577,0.000359654392235058,5.02478647510315e-05
"L3_S29_F3452",0.0805249586701393,0.000346678252079169,4.84349483801468e-05
"L0_S9_F185",0.0496140122413635,0.000213599600999841,2.98423266714886e-05
"L0_S21_F482",0.049377765506506,0.000212582505102464,2.9700226649374e-05
"L3_S47_F4138",0.0484572947025299,0.000208619669049117,2.91465727684867e-05
"L3_S29_F3370",0.0454020164906979,0.000195466001818657,2.73088538187228e-05
"L3_S36_F3918",0.0430929288268089,0.000185524854521783,2.5919960938146e-05
"L0_S13_D357",0.0399698056280613,0.00017207909920007,2.40414339147937e-05
"L1_S25_F2287",0.0390819758176804,0.000168256790044129,2.35074132614916e-05
"L3_S30_F3534",0.0387374646961689,0.000166773591351452,2.33001933055628e-05
"L3_S29_F3327",0.0349409319460392,0.000150428654830989,2.1016617246501e-05
"L0_S14_F358",0.0306750331073999,0.000132062990602783,1.84507222313814e-05
"L0_S10_F244",0.0217596460133791,9.36802225094105e-05,1.30882070457877e-05
"L0_S21_F522",0.00711204623803496,3.06189757713281e-05,4.27782389591191e-06
"L0_S21_F517",0.00701467879116535,3.0199786778901e-05,4.21925836118926e-06
"L0_S2_D34",0.000343246385455132,1.47775371645369e-06,2.06459229979789e-07
"L1_S24_F700",0.00027523105381988,1.1849322524591e-06,1.65548695765089e-07
"L0_S0_F2",0.000269344978732988,1.15959136118228e-06,1.62008281119698e-07
"L3_S30_F3569",6.35616106592352e-06,2.73647182769081e-08,3.82316660831851e-09
"L3_S29_F3357",6.15340240983642e-07,2.64917961711777e-09,3.7012093269564e-10
